날짜,글 제목,게시글 URL,댓글,조회수,작업자,쪽지 수량
2026-01-07,밸런스랩 다이어트로 한달만에 -7키로👏👏,https://cafe.naver.com/feko/10275917,1,101,김채운 매니저,
2026-01-07,팔뚝 아웃핏으로 싹 정리하고 왔어요,https://cafe.naver.com/feko/10275816,3,90,김채운 매니저,
2026-01-07,다이어트 비만약 다이어트수액 4회차 진료 후기,https://cafe.naver.com/subinmaple/96551,1,124,차예나 매니저,
2026-01-06,팔뚝 아웃핏주사 상담 받고왔어요😯,https://cafe.naver.com/feko/10272038,1,144,김채운 매니저,
2026-01-06,밸런스랩성형외과 지방추출주사 팔뚝 복부아웃핏 상담 후기,https://cafe.naver.com/feko/10270608,3,146,차예나 매니저,
2026-01-05,아웃핏받고 일주일 지나니까 훨씬 편하네요!,https://cafe.naver.com/feko/10267685,2,62,김채운 매니저,
2026-01-05,다이어트수액 비만약 2회차 후기 -4kg 빼기는 성공,https://cafe.naver.com/feko/10267210,2,68,차예나 매니저,
2026-01-02,밸런스랩에서 다이어트 시작한지 일주일차!👍,https://cafe.naver.com/feko/10260668,1,49,김채운 매니저,
2026-01-02,복부 지방추출주사 밸런스랩 아웃핏 상담후기,https://cafe.naver.com/feko/10259969,2,104,차예나 매니저,
2025-12-31,다이어트 시작한지 일주일 됐어요!!,https://cafe.naver.com/feko/10256058,2,30,김채운 매니저,
2025-12-30,허벅지 아웃핏으로 정리한지 일주일차,https://cafe.naver.com/feko/10252603,2,92,김채운 매니저,
2025-12-26,저 이번에 다이어트 성공한것같아요!,https://cafe.naver.com/feko/10241849,2,32,김채운 매니저,
2025-12-23,다이어트 맞춤수액 2회 다이어트 비만약 2회 -4키로 정도 바로 빠졌어요,https://cafe.naver.com/feko/10232001,2,37,차예나 매니저,
2025-12-22,밸런스랩 다이어트수액 비만약 금액 상담후기 공유,https://cafe.naver.com/feko/10228757,17,127,차예나 매니저,
2025-12-19,허벅지 허틈 밸런스랩 아웃핏주사 10일차 효과,https://cafe.naver.com/feko/10221695,14,259,차예나 매니저,
2025-12-18,개념원리 다이어트 시작한지 일주일차에요!,https://cafe.naver.com/feko/10218647,1,44,김채운 매니저,
2025-12-18,허벅지 두꺼워서 받게된 밸런스랩 아웃핏주사 이현호원장님 2주차 후기,https://cafe.naver.com/feko/10218397,7,189,차예나 매니저,
2025-12-18,밸런스랩 강민구원장님 다이어트수액 상담과 비용 진료 후기,https://cafe.naver.com/feko/10217403,1,132,차예나 매니저,
2025-12-17,팔뚝 아웃핏 받은지 한달 다 되어가네요ㅎㅎ,https://cafe.naver.com/feko/10213755,2,67,김채운 매니저,
2025-12-16,"밸런스랩성형외과 다이어트수액, 비만약, 지방추출주사 금액, 상담후기",,,,차예나 매니저,
2025-12-15,밸런스랩에서 팔뚝 아웃핏 받기로 정했어요!,https://cafe.naver.com/feko/10204105,27,294,김채운 매니저,
2025-12-15,밸런스랩 팔뚝 허벅지 대용량 아웃핏주사 상담 이벤트금액 후기,https://cafe.naver.com/feko/10201799,4,139,차예나 매니저,
2025-12-10,팔뚝이랑 허벅지 아웃핏주사 받고왔어요!,https://cafe.naver.com/feko/10188524,6,262,김채운 매니저,
2025-12-09,다이어트 일주일찬데 비만약 괜찮은데요?,https://cafe.naver.com/feko/10184031,2,61,김채운 매니저,
2025-12-08,팔뚝 아웃핏주사 1주일차,https://cafe.naver.com/feko/10179986,1,63,차예나 매니저,
2025-12-08,마운자로 + 다이어트수액 + 다이어트약 효과 좋습니다,https://cafe.naver.com/feko/10179959,11,773,차예나 매니저,
2025-12-04,다이어트수액 비만약 4회 + 마운자로 후기 (정체기 탈출 + 4.6kg 더 빠짐),https://cafe.naver.com/feko/10169027,11,295,차예나 매니저,
2025-12-04,올해가기전에 허벅지 아웃핏주사 받았어요👍👍,https://cafe.naver.com/feko/10168748,2,51,김채운 매니저,
2025-12-02,어제 팔뚝 지방추출주사 받고 왔어요 아웃핏 1일차..?,https://cafe.naver.com/feko/10159978,3,59,차예나 매니저,
2025-12-02,밸런스랩에서 다이어트 시작했어요~!,https://cafe.naver.com/feko/10159613,16,138,김채운 매니저,
2025-12-01,다이어트수액 비만약 처방 4회차 7kg 까지 빼는데 성공ㅜㅜ,https://cafe.naver.com/feko/10155164,3,67,차예나 매니저,
2025-11-28,다이어트 관심있으면 병원 가보세요,https://cafe.naver.com/feko/10148251,4,45,김채운 매니저,
2025-11-26,아웃핏으로 허벅지 탈출날짜 잡았어요,https://cafe.naver.com/feko/10139473,2,68,김채운 매니저,
2025-11-26,밸런스랩 허벅지 아웃핏주사 1달차요 신아름원장님 후기,https://cafe.naver.com/feko/10139156,2,139,차예나 매니저,
2025-11-25,팔뚝살 밸런스랩으로 결정했어요!,https://cafe.naver.com/feko/10134728,6,48,김채운 매니저,
2025-11-25,"밸런스랩 비만검사, 다이어트수액, 다이어트약 상담후기",https://cafe.naver.com/feko/10133574,10,112,차예나 매니저,
2025-11-24,드디어 내일 아웃핏주사 이현호원장님한테 받으러가요!,https://cafe.naver.com/feko/10130203,2,58,김채운 매니저,
2025-11-24,팔뚝 아웃핏주사 이현호원장님 한달차 후기,https://cafe.naver.com/feko/10128686,7,136,차예나 매니저,
2025-11-20,밸런스랩 김민소원장님 팔뚝 야무지게 뽑아주셨어용ㅎ,https://cafe.naver.com/feko/10119592,6,90,김채운 매니저,
2025-11-20,밸런스랩 다이어트수액 마운자로 처방 정보 공유,https://cafe.naver.com/feko/10118249,17,247,차예나 매니저,
2025-11-19,2주만에 3키로 빠져버렸어요!,https://cafe.naver.com/feko/10114865,2,63,김채운 매니저,
2025-11-18,밸런스랩 허벅지 아웃핏주사 후기,https://cafe.naver.com/feko/10109248,2,213,차예나 매니저,
2025-11-14,밸런스랩 허벅지 아웃핏 지방추출주사 상담후기,https://cafe.naver.com/feko/10097676,6,370,차예나 매니저,
2025-11-13,다이어트 고민이신분들 밸런스랩 가보세요!,https://cafe.naver.com/feko/10094969,4,159,김채운 매니저,
2025-11-12,허벅지 지방추출주사 상담받고 아웃핏으로 결정했어요!!,https://cafe.naver.com/feko/10089721,8,79,김채운 매니저,
2025-11-11,허벅지 아웃핏주사 2주차요 붓기 많이 빠져서 허틈이 더 생겼어요ㅠㅠㅠ,https://cafe.naver.com/feko/10085355,6,81,차예나 매니저,
2025-11-10,밸런스랩 팔뚝 아웃핏주사 상담후기,https://cafe.naver.com/feko/10079899,4,53,차예나 매니저,
2025-11-10,다이어트 맞춤수액 비만약 밸런스랩후기 부종 다 가라앉고 체지방 5kg 감량후기,https://cafe.naver.com/feko/10079624,9,90,차예나 매니저,
2025-11-06,다이어트 3주차 6키로 감량!!!!,https://cafe.naver.com/feko/10070685,2,124,김채운 매니저,
2025-11-05,밸런스랩성형외과 다이어트 프로그램 시작했어요,https://cafe.naver.com/feko/10066414,2,80,김채운 매니저,
2025-10-30,밸런스랩에서 개념원리 다이어트로 살 다 빼낼거에요...!!!!,https://cafe.naver.com/feko/10048223,2,34,김채운 매니저,
2025-10-30,밸런스랩 다이어트수액 다이어트 비만약 상담 후기,https://cafe.naver.com/feko/10046874,8,86,차예나 매니저,
2025-10-29,남자친구랑 다이어트 대성공!,https://cafe.naver.com/feko/10043938,6,60,김채운 매니저,
2025-10-29,밸런스랩성형외과 상담 너무 좋았어요👍,https://cafe.naver.com/feko/10043832,8,159,김채운 매니저,
2025-10-28,밸런스랩 지방추출주사 팔뚝 예약 잡았어요!,https://cafe.naver.com/feko/10039607,21,183,김채운 매니저,
2025-10-27,복부 지방추출주사 아웃핏 이주차 시술후기,https://cafe.naver.com/feko/10034842,3,76,차예나 매니저,
2025-10-27,밸런스랩성형외과 다이어트수액 프로그램 가격공유 상담내용 후기,https://cafe.naver.com/feko/10033884,1,37,차예나 매니저,
2025-10-24,밸런스랩 개념원리 다이어트 한달차 -8키로!!!,https://cafe.naver.com/feko/10029082,2,34,김채운 매니저,
2025-10-24,팔뚝 아웃핏주사로 썰고왔어요!!!,https://cafe.naver.com/feko/10028852,1,155,김채운 매니저,
2025-10-24,밸런스랩 다이어트수액 비만약 3주 후기 체지방 5kg 빠짐,https://cafe.naver.com/feko/10028006,5,49,차예나 매니저,
2025-10-23,밸런스랩 다이어트 프로그램으로 시작했어요!,https://cafe.naver.com/feko/10024807,2,94,김채운 매니저,
2025-10-23,밸런스랩성형외과 팔뚝 아웃핏주사 받은지 1달,https://cafe.naver.com/feko/10023481,8,179,차예나 매니저,
2025-10-22,아웃핏주사 받은지 3주차에요!,https://cafe.naver.com/feko/10020429,2,59,김채운 매니저,
2025-10-21,신사 밸런스랩 4주 다이어트수액 진료 및 비만약 처방 프로그램 상담 후기,https://cafe.naver.com/feko/10014322,1,104,차예나 매니저,
2025-10-20,지방추출주사 밸런스랩 복부 아웃핏 세달차 시술후기,https://cafe.naver.com/feko/10009600,31,310,차예나 매니저,
2025-10-20,"밸런스랩 다이어트수액 비만약 1달 후기 부종감소, 4.3kg빼기 성공!!",https://cafe.naver.com/feko/10009375,2,48,차예나 매니저,
2025-10-16,밸런스랩성형외과 지방추출주사 상담 받고왔어요,https://cafe.naver.com/feko/9999938,4,141,김채운 매니저,
2025-10-16,연휴때 찐 살 빼려고 다이어트 시작했어요!,https://cafe.naver.com/feko/9999786,1,27,김채운 매니저,
2025-10-16,밸런스랩 지방추출주사 팔뚝 아웃핏 상담후기,https://cafe.naver.com/feko/9998912,7,63,차예나 매니저,
2025-10-14,밸런스랩 팔뚝 아웃핏주사 1달차 후기,https://cafe.naver.com/feko/9990209,25,283,차예나 매니저,
2025-10-14,밸런스랩 개념원리 다이어트 (다이어트수액 비만처방약) 상담후기,https://cafe.naver.com/feko/9989199,2,52,차예나 매니저,
2025-10-13,지방추출주사 효과 좋은데요!?,https://cafe.naver.com/feko/9986223,8,91,김채운 매니저,
2025-10-13,밸런스랩성형외과에서 정밀검사 받고 다이어트 시작해요~!,https://cafe.naver.com/feko/9985601,5,22,김채운 매니저,
2025-10-13,2달동안 6키로 빼기 성공요ㅜㅜ,https://cafe.naver.com/feko/9984494,3,80,차예나 매니저,
2025-10-02,어제 밸런스랩에서 팔뚝 추출주사 받고왔어요!,https://cafe.naver.com/feko/9967690,14,132,김채운 매니저,
2025-10-02,지방추출주사 밸런스랩 허벅지 아웃핏 신아름 원장님,https://cafe.naver.com/feko/9966682,3,124,차예나 매니저,
2025-10-01,저 팔뚝 아웃핏 받고왔어요ㅎㅎ,https://cafe.naver.com/feko/9963694,1,80,김채운 매니저,
2025-10-01,팔뚝 지방추출주사 받은지 1주일 지남요,https://cafe.naver.com/feko/9962537,2,63,차예나 매니저,
2025-10-01,밸런스랩 다이어트수액 + 비만약 2달 후기 체지방 6.5kg 빠짐,https://cafe.naver.com/feko/9962359,17,178,차예나 매니저,
2025-09-30,허벅지살 밸런스랩에서 하기로 했어요!,https://cafe.naver.com/feko/9958881,4,48,김채운 매니저,
2025-09-30,밸런스랩 팔뚝 아웃핏주사 이현호원장님 후기,https://cafe.naver.com/feko/9958357,16,612,차예나 매니저,
2025-09-29,남자친구랑 같이 다이어트 시작했어요!,https://cafe.naver.com/feko/9954940,8,34,김채운 매니저,
2025-09-29,밸런스랩 팔뚝 지방추출주사 2주차 후기,https://cafe.naver.com/feko/9954596,4,174,차예나 매니저,
2025-09-29,밸런스랩 다이어트 맞춤수액 비만약 상담후기,https://cafe.naver.com/feko/9954296,11,174,차예나 매니저,
2025-09-26,밸런스랩 다이어트수액 비만약 체질 정밀검사 상담과 가격후기,https://cafe.naver.com/feko/9947308,4,42,차예나 매니저,
2025-09-25,팔뚝살 상담받고 아웃핏으로 정했어요~,https://cafe.naver.com/feko/9944812,1,47,김채운 매니저,
2025-09-24,개념원리 다이어트로 제대로 살 빼보려구용,https://cafe.naver.com/feko/9940636,2,21,김채운 매니저,
2025-09-24,아웃핏으로 팔뚝살이랑 뱃살 빼내고 왔어요😯,https://cafe.naver.com/feko/9940242,11,80,김채운 매니저,
2025-09-24,밸런스랩 아웃핏주사 상담후기,https://cafe.naver.com/feko/9939988,5,54,차예나 매니저,
2025-09-23,급찐 살들 개념원리 다이어트로 체질에 맞게 다이어트 시작해볼게요!,https://cafe.naver.com/feko/9935358,2,11,김채운 매니저,
2025-09-23,,https://cafe.naver.com/feko/9934606,0,0,차예나 매니저,
2025-09-22,팔뚝 아웃핏주사 1주차 후기,https://cafe.naver.com/feko/9930183,5,192,차예나 매니저,
2025-09-19,밸런스랩 다이어트수액 비만약 가격,https://cafe.naver.com/feko/9924074,14,163,차예나 매니저,
2025-09-17,다이어트 병원 잘골랐다..!!!!!,https://cafe.naver.com/feko/9915226,4,95,김채운 매니저,
2025-09-17,팔뚝 지방추출주사 이주차 후기,https://cafe.naver.com/feko/9914683,3,123,차예나 매니저,
2025-09-16,팔뚝 살 빼려고 지방추출주사 받고 온 후기,https://cafe.naver.com/feko/9910130,20,101,차예나 매니저,
2025-09-15,밸런스랩성형외과 다이어트수액 비만약 상담후기요....,https://cafe.naver.com/feko/9906508,10,177,차예나 매니저,
2025-09-15,팔뚝 아웃핏 받기로 했어요~~,https://cafe.naver.com/feko/9906086,9,103,김채운 매니저,
2025-09-09,,https://cafe.naver.com/feko/9886514,0,0,김채운 매니저,
2025-09-09,허벅지 허틈과 승마 썰은 후기,https://cafe.naver.com/feko/9885395,3,87,차예나 매니저,
2025-09-04,,https://cafe.naver.com/feko/9870305,0,0,차예나 매니저,
2025-09-04,다이어트로 -7kg 성공.. 부종 가라앉히면서 내장지방빼는중ㅠㅠ,https://cafe.naver.com/feko/9870031,2,33,차예나 매니저,
2025-09-03,마운자로 다이어트 하고계신분~?,https://cafe.naver.com/feko/9866910,3,178,김채운 매니저,
2025-09-02,따끈한 당일 팔뚝 지방추출주사 후기,https://cafe.naver.com/feko/9861835,11,153,차예나 매니저,
2025-09-01,팔뚝 아웃핏주사 밸런스랩 상담후기와 가격공유해요,,,,차예나 매니저,
2025-08-27,다이어트 한달차 7키로 뺏어요ㅠㅠㅠㅠ,https://cafe.naver.com/feko/9842578,9,155,김채운 매니저,
2025-08-27,허벅지 살 빼고싶으면 아웃핏 받아보세요,https://cafe.naver.com/feko/9842464,29,162,김채운 매니저,
2025-08-27,허벅지 아웃핏주사 1일차 허틈이랑 승마때문에 받음,https://cafe.naver.com/feko/9841301,3,64,차예나 매니저,
2025-08-26,팔뚝 지방빼고 시간 지나니까 라인 자리 잡히네요!,https://cafe.naver.com/feko/9838087,7,65,김채운 매니저,
2025-08-26,지방추출주사 밸런스랩 복부 아웃핏 한달차 시술후기,https://cafe.naver.com/feko/9836800,54,665,차예나 매니저,
2025-08-26,밸런스랩성형외과 다이어트수액 (수액+비만약) 상담끝 비용 공유해요~,https://cafe.naver.com/feko/9836558,20,224,차예나 매니저,
2025-08-25,밸런스랩에서 다이어트 시작! 목표 -10키로!!!,https://cafe.naver.com/feko/9833397,2,64,김채운 매니저,
2025-08-22,밸런스랩에서 복부 받은지 벌써 3주차~!!!,https://cafe.naver.com/feko/9826977,7,92,김채운 매니저,
2025-08-21,다이어트 17일차 5키로 감량했어요!!!,https://cafe.naver.com/feko/9822300,4,71,김채운 매니저,
2025-08-21,다음달에 아웃핏 받기로 예약 잡았어요~!,https://cafe.naver.com/feko/9822222,3,42,김채운 매니저,
2025-08-20,허벅지 아웃핏받은지 2주 다 되어가요,https://cafe.naver.com/feko/9817885,3,59,김채운 매니저,
2025-08-19,밸런스랩 지방추출주사 상담 후기 ㅋㅋㅋ,,,,차예나 매니저,
2025-08-18,"밸런스랩성형외과 4주 다이어트, 다이어트수액 1달차 비교",https://cafe.naver.com/feko/9806425,24,171,차예나 매니저,
2025-08-13,여행전에 팔뚝 지방추출 받기 성공~!,https://cafe.naver.com/feko/9796004,4,64,김채운 매니저,
2025-08-12,,https://cafe.naver.com/feko/9790677,0,0,차예나 매니저,
2025-08-11,다이어트수액 비만약으로 살뺀지 2주차 내장지방이 쭉쭉 빠지는중 -4kg,https://cafe.naver.com/feko/9788027,12,86,차예나 매니저,
2025-08-11,한달만에 최대 몇키로 빼보셧어요..?,https://cafe.naver.com/feko/9787626,2,91,김채운 매니저,
2025-08-07,지방추출주사 확실히 시간 지나니 라인 점점 예뻐지네요,https://cafe.naver.com/feko/9776222,1,77,김채운 매니저,
2025-08-07,신사역 다이어트병원 다이어트수액 비만약 상담+가격 후기,https://cafe.naver.com/feko/9774246,3,150,차예나 매니저,
2025-08-05,밸런스랩성형외과 허벅지 아웃핏주사 상담후기,https://cafe.naver.com/feko/9768023,55,714,차예나 매니저,4
2025-08-05,밸런스랩성형외과 다이어트로 상담 다녀왔어요,https://cafe.naver.com/feko/9767710,2,61,김채운 매니저,
2025-08-04,"복부 아웃핏주사 밸런스랩 상담후기, 신아름 원장님",https://cafe.naver.com/feko/9763635,32,390,차예나 매니저,
2025-08-04,밸런스랩 아웃핏으로 복부지방 빼내고 왔어요~!🙏,https://cafe.naver.com/feko/9763050,24,283,김채운 매니저,
2025-07-30,밸런스랩성형외과 지방추출주사 허벅지 아웃핏주사 안현원장님 ㅊㅊ / 1달차,https://cafe.naver.com/feko/9746357,12,204,차예나 매니저,
2025-07-29,뼈팔 되고 싶으면 밸런스랩 지방추출주사 받아봐!!,https://cafe.naver.com/feko/9743993,36,430,김채운 매니저,7
2025-07-29,저 다이어트 시작하고 2주만에 5키로 뺏어요,https://cafe.naver.com/fox5282/4299551,2,29,김채운 매니저,
2025-07-28,한달만에 7키로 빼버렷어요...!!!!!,https://cafe.naver.com/feko/9739898,6,109,김채운 매니저,
2025-07-28,팔뚝살 도려내기 위해 밸런스랩에서 아웃핏주사 받은 후기,https://cafe.naver.com/feko/9738689,29,222,차예나 매니저,9
2025-07-28,내장지방 빼려고 갔다온 밸런스랩 다이어트수액 비만약 상담후기,https://cafe.naver.com/feko/9737647,6,113,차예나 매니저,
2025-07-25,복부 아웃핏으로 받기로 했어요!,https://cafe.naver.com/feko/9733719,3,66,김채운 매니저,
2025-07-24,운동으로도 안빠지던 팔뚝살 밸런스랩 이현호원장님이 빼주셨어요!,https://cafe.naver.com/feko/9729472,4,112,김채운 매니저,
2025-07-24,"밸런스랩 팔뚝 아웃핏주사 2달차 효과, 회복기간 공유해요",https://cafe.naver.com/feko/9728133,41,"1,043",차예나 매니저,
2025-07-22,저번주부터 다이어트 돌입함!!!,https://cafe.naver.com/feko/9720554,2,37,김채운 매니저,
2025-07-21,팔뚝살 빼내기로 결정했어요~!🙌,https://cafe.naver.com/feko/9715914,2,60,김채운 매니저,
2025-07-21,다이어트 수액 부종 싹 빼주네요?,https://cafe.naver.com/feko/9715550,6,64,김채운 매니저,
2025-07-16,다이어트 성공 얼마 안남았어요ㅜㅜㅜ!!!!,https://cafe.naver.com/fox5282/4274972,1,14,김채운 매니저,
2025-07-15,다이어트 2주찬데 3.8키로 빠짐,https://cafe.naver.com/feko/9696403,4,88,김채운 매니저,
2025-07-15,밸런스랩 다이어트수액+비만약 2주차 부종이 엄청 빠졌고 몸무게 3kg 빠짐,https://cafe.naver.com/feko/9694291,4,102,차예나 매니저,
2025-07-14,밸런스랩 안현원장님 팔뚝살 야무지게 잘 빼주시잖아!???😊,https://cafe.naver.com/feko/9691167,42,312,김채운 매니저,
2025-07-11,밸런스랩 이벤트중일때 다이어트 하세요!,https://cafe.naver.com/feko/9684968,5,81,김채운 매니저,
2025-07-08,허벅지 아웃핏주사 11자 뼈벅지패키지 1주일차 후기,https://cafe.naver.com/feko/9671251,10,227,차예나 매니저,3
2025-07-08,밸런스랩성형외과 다이어트수액 비만약 상담후기요,,,,차예나 매니저,
2025-07-07,밸런스랩에서 허벅지 지방추출주사 받기로 했어요ㅎㅎ,https://cafe.naver.com/feko/9667136,8,89,김채운 매니저,
2025-07-04,밸런스랩성형외과에서 팔뚝 살 다 빼버리려구요,https://cafe.naver.com/feko/9660642,4,296,김채운 매니저,
2025-07-03,다이어트 3주찬데 5키로 빠졋어요ㅋㅋㅋ,https://cafe.naver.com/feko/9655243,2,131,김채운 매니저,
2025-07-02,신사 아웃핏주사 이현호원장님 팔뚝 라인 잘뽑아주니 참고참고,https://cafe.naver.com/feko/9650352,16,147,차예나 매니저,1
2025-07-02,"밸런스랩성형외과 다이어트프로그램 상담완료 다이어트수액, 비만약, 가격 등등",https://cafe.naver.com/feko/9649985,12,163,차예나 매니저,
2025-07-01,밸런스랩 다이어트수액+비만약 상담 후기,https://cafe.naver.com/feko/9645461,15,287,차예나 매니저,5
2025-06-30,늦은감 있지만 다이어트 시작했어요,https://cafe.naver.com/feko/9642092,7,257,김채운 매니저,
2025-06-26,신사역 다이어트병원 다이어트수액 상담 금액 공유,https://cafe.naver.com/feko/9619967,18,755,"차예나 매니저,차예나 매니저",3
2025-06-25,밸런스랩성형외과 복부 아웃핏주사 6주차 후기 (신아름원장님),https://cafe.naver.com/feko/9624836,17,327,"차예나 매니저,차예나 매니저",1
2025-06-10,다이어트수액 + 비만약 + 식단으로 3주에 4키로 빼기 성공...,https://cafe.naver.com/feko/9568874,17,"1,044","차예나 매니저,차예나 매니저",3
